name,email,standard,gender,avg_sat_score,avg_pat_score,attendance,category
Rachel Dalton,xbishop@butler.com,8,Male,55.4,47.9,89.3,Low
David Anderson,yhunter@gmail.com,9,Male,86.0,42.5,90.0,High
Amy Hester,ycole@yahoo.com,10,Female,69.0,34.2,79.9,Medium
Kevin Franklin,michaelrocha@stevens.com,11,Female,73.8,37.7,96.0,Medium
Andrea Williams,derrick91@myers.info,9,Male,57.7,22.7,95.3,Low
Elaine Lowe,bthompson@hotmail.com,12,Female,67.9,32.6,72.3,Low
Michaela Jackson,matthew63@yahoo.com,10,Female,53.4,28.8,83.0,Low
Stacy Lewis,patriciadalton@hotmail.com,10,Male,81.2,34.0,88.2,Medium
Steven Lopez,sophiaspencer@yahoo.com,11,Female,61.7,33.6,87.5,Medium
Andrew Johnson,jjimenez@gonzales-cox.com,11,Female,86.8,32.4,100.0,Medium
Robin Miller,zacharymiller@yahoo.com,11,Female,78.1,28.3,74.3,Low
Brittany Pearson,cshelton@gmail.com,10,Female,82.5,26.3,77.2,Low
Randy Sanders,phillipmoore@lara.com,10,Female,65.7,41.5,78.1,Medium
Lisa Garcia,terrychristopher@rice.com,11,Male,82.3,41.5,79.7,Medium
Dr. Jennifer Lynch,fosteraaron@yahoo.com,12,Female,82.1,46.0,98.8,High
Chelsea Evans,wrightanna@hotmail.com,9,Male,67.5,35.2,100.0,Medium
Miguel Krause,josephjuarez@yahoo.com,8,Male,67.9,38.0,66.1,Low
Jesse Moore,rsolomon@wells-yates.com,8,Female,73.4,33.2,89.9,Medium
Alison Freeman,danielblanchard@davis.com,11,Male,82.0,30.5,87.7,Medium
Daniel Ewing,amandaleon@schmidt.info,10,Female,75.5,30.5,87.7,Medium
Rodney Lambert,josephschneider@torres.com,11,Male,72.9,50.0,82.8,Medium
Marcus Wilson,hernandezdavid@brown-anderson.com,12,Male,84.5,33.6,80.4,Medium
Daniel Anderson,brownalexander@yahoo.com,10,Female,62.7,32.9,81.9,Medium
Barbara Randolph,sullivanjillian@yahoo.com,12,Male,83.3,36.7,100.0,Medium
Isabel Roberts,dawn75@gmail.com,10,Male,77.3,42.6,89.2,Medium
Jonathan Marquez,ambernelson@parrish.com,8,Female,82.8,27.7,76.3,Low
Linda Alexander,bradley50@hicks.com,8,Male,71.2,34.9,63.9,Low
Annette Graves,tyler54@zuniga-clark.com,11,Male,62.4,30.0,97.1,Medium
Angie Powell,williamsonnicole@yahoo.com,10,Male,70.3,27.2,87.5,Low
William Brown,angela42@frazier.com,10,Female,81.3,31.5,80.0,Medium
Teresa Johnson,yfrazier@gmail.com,10,Male,83.4,31.6,77.2,Medium
Mrs. Alexis Hamilton,dominiquehunt@hill-trujillo.org,12,Female,41.6,31.6,74.2,Low
Mr. Jerry Hughes MD,john52@yahoo.com,8,Female,75.5,28.6,85.1,Low
Edwin Flynn,leewilliam@cole.biz,10,Male,65.5,40.5,94.1,Medium
Terri Contreras,oneillmelody@harvey.com,8,Male,69.4,31.3,69.9,Low
Kevin Flores,anthonyjones@krause-cook.com,8,Male,68.0,32.9,99.6,Medium
Brent Kirby,fwhite@murray.com,10,Male,63.8,32.2,92.5,Medium
Jacob Butler,holmesdebra@yahoo.com,10,Male,88.8,32.4,92.1,Medium
Rebecca Gonzalez,wcarroll@gmail.com,12,Male,65.0,33.9,92.1,Medium
Sean Blake,williamsjohn@martinez.info,9,Female,59.7,29.5,90.4,Low
Rebecca Smith,djenkins@hotmail.com,10,Male,84.3,35.6,71.8,Low
Douglas Brennan,tshea@young-nguyen.biz,9,Male,58.9,31.0,74.3,Low
Mark Barton,esmith@hotmail.com,10,Male,68.7,27.5,81.5,Low
Denise Mccoy,pflores@gmail.com,12,Male,63.2,39.6,99.4,Medium
Brandy Gonzalez,murrayanne@hotmail.com,9,Male,73.3,27.2,81.1,Low
Kimberly Phillips,ecastro@hotmail.com,10,Male,68.9,45.5,83.3,Medium
Emma Chapman,lukemartinez@gmail.com,10,Female,43.0,47.3,91.1,Low
Joseph Wolf,rosarioamanda@munoz.biz,12,Male,56.2,32.3,97.7,Low
Daniel Hamilton,carolhall@gmail.com,12,Male,64.8,23.6,81.8,Low
Vanessa Adams,thomaskeith@hotmail.com,9,Male,70.0,29.7,66.8,Low
Stephanie Lane,ejohnson@hotmail.com,11,Female,65.0,21.8,100.0,Low
Denise Mcguire,cheryl84@gmail.com,12,Male,79.7,26.4,100.0,Low
Jessica Turner,cody48@hotmail.com,12,Male,75.3,41.8,67.8,Low
Jordan Thomas,vwilson@garza.com,10,Female,77.4,41.7,70.6,Low
Antonio Huber,mturner@hotmail.com,12,Female,73.4,21.5,87.3,Low
Kenneth Patel,amber02@campos.info,8,Male,100.0,38.8,80.1,Medium
Thomas David,kevindyer@johnson.org,9,Female,71.3,27.6,78.2,Low
Austin Baker,kcampbell@gmail.com,10,Male,78.5,28.0,80.9,Low
Julian Patel,gramirez@yahoo.com,9,Male,72.1,43.1,76.4,Medium
Robin Cruz,adriennemiller@rocha.com,10,Male,93.2,29.5,92.2,Low
Robert Pearson,jfranklin@guerrero.info,12,Female,86.6,34.8,81.0,Medium
Dr. Danielle Fox,stephen23@yahoo.com,12,Female,68.1,50.0,100.0,Medium
Karen Soto,stacyhall@hotmail.com,9,Male,67.4,38.6,82.0,Medium
Steven White,molinacynthia@wu-salazar.com,10,Female,61.1,42.6,75.5,Medium
Jodi Carlson,susanholland@johnson.com,8,Male,100.0,42.3,78.0,Medium
Dr. Anita Brown,fvaldez@shepherd-jensen.com,9,Male,89.2,21.4,88.9,Low
Debra Dillon,lward@watts-maddox.com,11,Female,61.4,39.9,89.2,Medium
Eric Mercer,staceytorres@gmail.com,8,Female,73.7,43.9,88.3,Medium
Abigail Holt,jamesstone@hotmail.com,9,Male,75.8,34.3,82.5,Medium
Dana Frost,elizabethandrews@bell-gross.com,10,Female,75.4,30.2,98.7,Medium
Brittany Dominguez,hmoore@yahoo.com,11,Female,70.1,39.0,77.7,Medium
Sandra Padilla,hbarnes@brown.com,11,Female,65.7,31.3,79.8,Medium
James Contreras,george70@martinez.com,11,Female,45.7,36.5,60.6,Low
John Patterson,hamiltonsean@ramos-keith.com,12,Female,73.0,31.8,76.8,Medium
Rodney House,brent23@baker.org,8,Male,65.5,38.6,61.3,Low
Whitney Thompson,charles71@watson.com,8,Female,63.9,30.5,73.1,Low
Robin Turner,christinemitchell@mason.com,8,Female,76.1,41.0,65.5,Low
Sarah Nelson,kdavis@hotmail.com,9,Male,64.8,37.8,77.9,Medium
Tina Allen,garciajennifer@nguyen-boyd.biz,10,Male,65.2,41.8,60.0,Low
Chad Sanders,mallory20@smith-frank.com,11,Female,72.2,41.0,80.1,Medium
Julie Jenkins,brianna28@jackson.com,12,Male,59.4,38.9,87.6,Low
Eric Newman,yvonnehicks@yahoo.com,9,Female,62.5,33.3,74.5,Low
Caroline Sanders,stephaniebrown@palmer-rose.org,11,Female,68.3,20.0,78.2,Low
Alex Rodriguez,lisapeters@hotmail.com,11,Female,75.3,30.6,82.2,Medium
Kim Cabrera,colleenkeller@gmail.com,10,Female,75.5,37.6,99.9,Medium
Jennifer Warren,rioschelsea@young.net,8,Female,94.5,43.0,89.5,Medium
Mark Holmes,zjoyce@gmail.com,11,Female,77.0,31.2,79.0,Medium
John Ward,jeffreyaustin@cabrera-cruz.com,12,Female,56.1,35.4,90.5,Low
Joshua Medina,christine82@hotmail.com,9,Female,65.9,32.7,88.9,Medium
Bryce Patterson,george87@hotmail.com,9,Female,90.0,30.4,75.1,Medium
John Sullivan,wolfmargaret@phillips.com,9,Female,76.7,38.0,83.7,Medium
Roger Rogers,jacobwilcox@gmail.com,9,Female,66.0,47.3,84.2,Medium
Lindsay Jackson,campbellbrandon@cain-martin.com,9,Female,69.4,39.3,77.4,Medium
Laura Frye,frussell@hotmail.com,12,Male,68.2,36.4,93.3,Medium
Andrea Weber,bakerjacob@garcia.org,10,Male,49.3,36.9,91.2,Low
Patricia Cain,nfrost@vega-baker.com,12,Female,58.8,35.0,91.7,Low
Crystal Green,christopherhernandez@green.biz,10,Male,44.0,29.5,75.4,Low
Steve Johnson,austin97@avila.org,9,Male,71.3,28.2,84.7,Low
Kayla Burns,griley@wright.com,10,Male,78.5,33.7,87.9,Medium
Matthew Martin,erin35@choi.com,9,Male,76.4,46.2,84.8,Medium
Kelsey Murray,hughescheryl@castillo.info,9,Female,84.6,34.6,97.2,Medium
Levi Love,lindabrown@hotmail.com,8,Female,62.1,36.0,81.3,Medium
Jo Johnson,qware@kim.org,9,Male,60.1,39.8,84.5,Medium
Carolyn Maxwell,acurtis@poole.com,9,Female,49.8,39.0,66.0,Low
Charles Harris,jbyrd@sexton.biz,10,Male,69.0,39.8,90.6,Medium
Jennifer Gardner,xmartinez@james.com,10,Female,44.6,35.3,87.5,Low
Margaret West,rogerscharles@clayton-gill.com,10,Male,67.4,39.3,86.8,Medium
Sandra Mcdonald,derek08@hotmail.com,11,Male,73.3,39.4,96.5,Medium
Sharon Bowman,eponce@zuniga.com,10,Female,52.4,40.0,90.5,Low
Stacy Perez,susanthompson@snyder.com,9,Male,77.7,36.3,82.1,Medium
Laura Anderson,melissabradford@gmail.com,9,Male,40.0,28.2,91.5,Low
Jennifer Newman,twilliams@smith.com,9,Female,58.9,30.0,76.5,Low
Jaclyn Collins,huffmanmichael@hanna.com,10,Female,63.0,31.2,83.7,Medium
Donna Griffin,icoffey@hotmail.com,11,Male,72.2,30.9,85.9,Medium
Mikayla Rice,heather20@gmail.com,8,Male,63.2,20.0,90.5,Low
Lisa Lewis,lmoore@hotmail.com,10,Female,71.8,33.3,85.9,Medium
Kevin Stevenson,bryan57@oconnell-smith.com,8,Male,79.7,30.2,90.8,Medium
Mary Freeman,bwilliams@osborne.biz,11,Female,85.8,37.5,84.0,Medium
Mitchell Santos,sherri52@yahoo.com,10,Male,80.6,32.4,100.0,Medium
Michelle Davidson,jacob34@wise-ramsey.com,9,Male,79.0,30.8,97.0,Medium
Brittany Tyler,joannegreen@gmail.com,10,Male,67.2,31.9,83.8,Medium
Eileen Yates,martinezconnie@yahoo.com,10,Female,41.2,39.1,86.5,Low
Mercedes Ware,jameshart@yahoo.com,11,Male,54.1,29.2,95.0,Low
Mrs. Erin Leonard MD,ahorne@george.com,11,Female,89.1,35.9,66.4,Low
Mr. Wesley Oconnor DVM,montgomeryjames@harris-tate.com,12,Male,74.2,28.7,97.0,Low
Lisa Campbell,suzanne31@hotmail.com,9,Male,47.5,20.0,93.0,Low
Mark Gutierrez,john65@gmail.com,10,Female,68.5,42.7,92.7,Medium
Craig Johnson,rweeks@robinson.com,11,Male,92.2,45.8,95.2,High
Richard Navarro,john01@hotmail.com,9,Female,66.6,46.5,70.9,Low
Joshua Powell,millerdebra@hotmail.com,10,Female,71.4,44.1,93.5,Medium
Brian Silva DDS,millerrebekah@avery.com,12,Male,78.7,33.1,76.1,Medium
Robert Reeves,salasaustin@hotmail.com,9,Female,71.6,31.7,99.8,Medium
Lindsay Brewer,thompsonjennifer@conley.com,11,Male,59.3,39.1,83.4,Low
Caitlin Allen,rebeccabarnett@taylor.com,11,Male,72.6,38.7,94.0,Medium
Donald Garcia,fmendez@yahoo.com,8,Male,77.2,34.9,74.1,Low
Connie Jacobs,ryan36@kramer.com,12,Female,65.1,20.0,81.5,Low
Dana Lane,mark74@gmail.com,8,Male,65.5,33.3,89.7,Medium
Christopher Munoz,parrishluis@reeves.com,9,Male,64.1,38.0,75.2,Medium
Christopher Carney,tcollins@lutz.com,11,Female,80.6,41.0,98.8,High
April Miller,robertriley@hotmail.com,8,Female,71.3,29.1,93.2,Low
Ricky Garcia,casey32@ryan.com,11,Male,83.0,36.9,92.3,Medium
Amanda Herrera,larry17@gmail.com,12,Female,82.2,42.2,100.0,High
Brian Williams,cameronlopez@yahoo.com,8,Female,75.5,43.8,90.1,Medium
Eric Alexander,tlopez@brown-miller.info,10,Male,56.1,41.1,67.8,Low
Billy Long,jeffrey86@yahoo.com,11,Male,60.9,24.7,73.4,Low
Karen Martinez,nrodriguez@allison.com,8,Male,53.6,36.0,82.8,Low
Lori Jackson,qwhitaker@levy.com,12,Female,85.9,23.0,70.5,Low
Kathryn Neal,donaldmonroe@yahoo.com,11,Male,73.0,28.2,94.9,Low
Marcia Gonzalez,osavage@anderson.biz,9,Male,65.0,31.4,90.2,Medium
Tyler Novak,sandra46@salinas-nguyen.com,9,Female,64.0,42.5,68.5,Low
Madeline Collins,alex44@yahoo.com,9,Male,74.2,21.7,69.1,Low
David Munoz,johnmitchell@hotmail.com,9,Male,93.0,26.4,100.0,Low
Anthony James,millerjoseph@yahoo.com,12,Female,68.1,36.8,74.4,Low
Tina Baker,kimberlymiller@gmail.com,9,Male,45.3,37.2,77.3,Low
Joseph Miller,charlesdrake@ali.com,8,Male,90.5,34.7,74.5,Low
David Williams,victoria51@peck-jenkins.com,11,Female,81.1,37.1,84.4,Medium
Keith Hansen,catherinebutler@thomas.com,11,Male,77.8,33.0,83.1,Medium
Jose Garcia,ageorge@hotmail.com,12,Male,66.4,39.2,85.1,Medium
Jason Hamilton,phyllisprice@hotmail.com,8,Female,52.1,44.2,84.9,Low
James Barry,raymond42@hotmail.com,10,Male,92.3,34.7,75.5,Medium
Robert Murray,huynhjason@castaneda.com,8,Female,62.8,35.3,78.4,Medium
Anthony Haney,anthony85@hotmail.com,10,Male,58.2,38.5,82.1,Low
Emily Young,justin41@yahoo.com,11,Male,55.5,30.7,82.9,Low
Robert Stevenson,tmontes@ramirez-galvan.info,12,Female,83.8,40.7,87.6,Medium
Miguel Johnson,prattraven@hotmail.com,9,Male,87.2,33.4,78.6,Medium
Mrs. Ashley Duffy,saramorgan@flores.net,10,Female,54.7,42.5,100.0,Low
Melanie Rogers,zmay@gmail.com,12,Female,75.8,34.8,83.7,Medium
Daniel Smith,eclark@norton.com,10,Male,76.1,39.6,87.0,Medium
Robert Blackburn,itorres@yahoo.com,8,Female,75.8,37.8,93.3,Medium
Diane Stuart,pamelastephens@hotmail.com,12,Female,80.2,40.2,96.6,High
Pamela Good,uwright@yahoo.com,10,Female,66.5,26.6,98.1,Low
Joshua Vazquez,thompsonjohn@hotmail.com,11,Female,74.6,29.1,98.6,Low
Jamie Martinez,christophermartinez@drake.com,8,Female,54.8,33.3,82.9,Low
Seth Baxter,tammycook@dyer-english.com,9,Female,76.8,40.7,100.0,Medium
Ian Pacheco,obrienrobert@bennett.com,9,Male,83.5,20.9,88.7,Low
Scott Carey,pattonholly@gmail.com,12,Female,58.6,43.2,90.5,Low
Ernest Lopez,markjones@hotmail.com,10,Female,93.4,27.4,93.7,Low
Angela Collins,tyler18@hotmail.com,12,Female,67.3,40.0,87.6,Medium
William Brooks,brianna93@yahoo.com,10,Male,63.6,40.6,80.7,Medium
Sharon Myers,hstephens@hotmail.com,8,Male,77.4,31.3,100.0,Medium
Sarah Hernandez,robertaguilar@long.info,11,Male,75.3,50.0,83.5,Medium
Patricia Brewer,zachary03@gmail.com,9,Female,64.3,24.7,70.4,Low
Miss Janice Melendez,johnrobbins@yahoo.com,10,Male,68.9,29.2,93.6,Low
Nathan Reyes,coledanielle@wagner.org,8,Female,83.1,29.1,87.1,Low
Joseph Day,pamelabeasley@yahoo.com,12,Male,73.8,45.2,79.1,Medium
Gerald Wood,dominiquejohnson@yahoo.com,9,Female,66.3,20.0,64.3,Low
Lisa Parker,nancy57@hotmail.com,9,Female,83.4,23.4,76.9,Low
Timothy Potter,taylor66@rodriguez-estrada.org,11,Male,84.2,33.5,73.5,Low
Nathaniel Moore,josephhudson@yahoo.com,11,Male,73.2,45.5,82.3,Medium
Anna Jackson,edwinbates@yahoo.com,10,Male,68.1,32.7,94.2,Medium
Kristy Garcia,kevinscott@chan-ellis.biz,8,Male,58.9,36.1,94.0,Low
Elizabeth Beasley,darren39@miles.org,9,Male,71.7,43.9,76.7,Medium
Larry Morales,martinezrachel@yahoo.com,9,Male,45.5,30.8,68.0,Low
Anthony Pierce,kelly54@gmail.com,12,Male,59.0,36.1,71.3,Low
Hunter Mejia MD,mark36@garcia.com,12,Male,70.2,37.0,79.5,Medium
Robert Baker,juanabbott@martinez-campbell.biz,8,Female,76.2,24.2,83.1,Low
Andrew Luna,rachelford@yahoo.com,12,Male,67.1,37.5,84.5,Medium
Jessica Roberson,ian75@gmail.com,10,Female,61.3,27.5,79.2,Low
Johnny Kaiser,mjennings@yahoo.com,8,Female,97.5,39.0,95.1,Medium
Sharon Vargas,uflowers@coleman.com,10,Female,70.9,29.0,87.1,Low
Thomas Walker,ashleyjohnson@miller.com,12,Female,91.5,22.1,81.6,Low
Tara Farrell,debraschmidt@thompson-williams.org,10,Male,88.1,43.0,78.3,Medium
Debra Hancock,claudiablack@dunn.com,9,Male,88.3,36.8,99.4,Medium
Joshua Ward,matadean@yahoo.com,11,Female,74.6,34.8,80.4,Medium
Brooke Montgomery,vargassarah@garcia.com,12,Female,65.5,31.2,78.4,Medium
Paul Hicks,bradleylewis@hamilton-hart.com,11,Female,95.0,40.3,80.0,Medium
Alexis Owens,alexismills@gmail.com,9,Male,77.4,27.5,83.8,Low
Michael Boyd,teresa53@griffith.org,10,Male,74.2,48.2,92.5,Medium
Isabella Gregory,pamelagillespie@yahoo.com,10,Male,74.9,45.2,87.4,Medium
John Richard,mcox@donovan.biz,12,Male,66.9,28.6,95.8,Low
Brent Villegas,tammygreen@johnson.org,9,Female,82.9,37.9,79.1,Medium
Taylor Bryant,cgray@yahoo.com,12,Male,90.3,25.6,98.6,Low
Cynthia Rose,dthompson@gmail.com,8,Male,67.1,34.4,77.2,Medium
Amanda Smith,melendezdonald@williams-miller.com,12,Male,53.9,50.0,100.0,Low
Robert Jordan DVM,adam34@woodard.com,10,Female,60.3,43.1,65.1,Low
Jeff Smith,arnoldlouis@hotmail.com,9,Female,85.0,30.1,69.9,Low
Stacy Bowers,rdennis@anderson.com,9,Female,84.6,24.6,74.5,Low
Diana Buckley,fdavis@hotmail.com,11,Male,81.5,33.8,94.6,Medium
Heather Higgins,rgarza@yahoo.com,12,Female,72.4,32.7,82.3,Medium
Matthew Johnson,castrokenneth@gmail.com,11,Male,62.3,45.8,93.8,Medium
David Matthews,benjaminwood@martin-wilson.com,12,Male,76.1,36.7,86.1,Medium
Christine Morrison,tatethomas@hotmail.com,11,Male,63.7,34.7,74.7,Low
Randy Garner,gregory13@hotmail.com,12,Female,68.2,33.3,87.5,Medium
Mary Sanchez,sbyrd@hotmail.com,9,Male,70.9,20.0,93.6,Low
Jerry Malone,tkelley@haley.com,8,Male,87.8,33.0,79.5,Medium
Brianna Alvarez,levyjames@hotmail.com,9,Male,85.5,34.2,75.6,Medium
Barbara Walker,jennifer72@hotmail.com,8,Female,90.8,31.2,94.2,Medium
Kevin Smith,yolanda06@hull.info,8,Male,84.1,40.8,95.5,High
Ronald Mclaughlin,allisonallen@yahoo.com,10,Female,69.6,35.7,84.8,Medium
Catherine Peterson,adam08@bell-tyler.com,11,Male,77.6,43.0,76.3,Medium
Eric White,hbarber@webb-winters.info,10,Male,66.4,41.7,98.0,Medium
Charles Nguyen Jr.,franciscarol@hensley.com,10,Male,82.2,43.4,71.7,Low
Mr. Brandon Gutierrez,vbrown@gmail.com,12,Male,61.4,31.7,87.6,Medium
John Massey,matthewwalker@ashley.biz,11,Female,77.8,42.6,85.1,Medium
Heather Harris,katherineevans@hotmail.com,8,Female,71.8,38.9,84.8,Medium
Jonathan Wang,jaybaker@phillips-malone.com,9,Male,97.0,31.4,85.9,Medium
Steven Massey,maria00@yahoo.com,12,Female,64.1,36.3,81.9,Medium
Jon Rivera,tanyagarcia@gmail.com,9,Male,93.9,43.9,87.9,Medium
Ashley Davis,kimmoore@gmail.com,9,Male,66.8,39.0,82.7,Medium
Ashley Casey,billyvillegas@brown-watkins.com,8,Female,57.0,41.8,81.1,Low
Rhonda Murray,oyang@gmail.com,12,Female,80.6,38.5,97.8,Medium
Curtis Archer,angelica16@hotmail.com,9,Male,53.1,36.3,74.1,Low
William Kemp,zcaldwell@newton.org,8,Female,60.6,35.9,100.0,Medium
Christine Zimmerman,lisa75@hotmail.com,9,Male,74.2,43.1,85.9,Medium
Patricia Hull,rdavis@gmail.com,8,Female,65.6,30.4,76.7,Medium
Jason Smith,rmcdonald@gmail.com,12,Female,71.2,34.4,94.3,Medium
Matthew Medina,mccallterri@smith.com,10,Male,75.1,26.0,86.8,Low
Ashley Walker,madison33@yahoo.com,11,Female,70.1,40.2,87.7,Medium
Elizabeth Thompson,laurie67@hotmail.com,10,Female,73.2,38.7,93.5,Medium
Greg Perry,vhanson@simmons.com,8,Female,72.5,43.1,77.9,Medium
Christine Valencia,whitney31@hotmail.com,11,Female,55.7,32.6,83.4,Low
Andrew Hughes,laurieflores@gmail.com,11,Male,80.0,37.6,72.0,Low
Nicole Sullivan,mchan@webster-finley.com,11,Female,68.8,32.9,78.6,Medium
Katelyn Blackwell,karen29@gmail.com,9,Female,49.8,31.5,100.0,Low
Brian Hayes,ortizherbert@gmail.com,9,Female,52.8,32.9,80.5,Low
Laura Mckee,olivia72@gmail.com,8,Male,75.1,41.9,85.9,Medium
Patricia Blackburn,beckyadams@gmail.com,12,Female,77.2,50.0,99.3,Medium
Juan King,wstephenson@cole.net,11,Female,87.4,49.3,87.9,Medium
Charles Malone,morenowilliam@campbell.com,10,Female,50.0,35.4,86.6,Low
Nathan Gonzalez,james55@moran.com,12,Female,66.6,36.5,84.8,Medium
Emily Kane,bturner@gmail.com,8,Male,70.2,31.0,81.3,Medium
Wanda Mitchell,susanatkinson@love.net,9,Female,74.1,28.3,62.4,Low
Robert Johnson II,alisonhunter@robinson.net,8,Female,64.0,36.7,66.4,Low
James Williams,peterpatton@gmail.com,8,Male,73.7,39.3,70.1,Low
Erin White,zburton@yahoo.com,9,Male,81.1,30.7,86.3,Medium
Steven Chapman,hillandrew@hotmail.com,9,Female,66.2,30.9,86.3,Medium
Kelly Reyes,smithmary@murray.info,8,Male,75.0,36.9,91.6,Medium
Marie Martin,kendradavis@cox.biz,11,Male,60.4,48.2,83.3,Medium
Dan Carey,rstephenson@yahoo.com,11,Female,88.1,22.7,94.0,Low
Jesus Marsh,gregorymelendez@lucas.net,8,Female,79.4,37.3,91.8,Medium
Walter Calderon,lroman@carroll.net,12,Male,83.1,35.5,93.5,Medium
Brandon Osborne,tayloralexis@watkins.net,8,Male,76.7,43.7,82.8,Medium
Leonard Pearson,jennifercabrera@rodriguez.com,10,Female,61.9,36.0,86.9,Medium
Craig Mccann,wjohnson@fuller.info,11,Female,80.7,30.5,82.2,Medium
Joseph Caldwell,hendersoncourtney@patel-douglas.com,12,Female,72.7,33.4,64.8,Low
Jamie Griffin,holly32@thomas-turner.com,11,Male,70.0,34.9,79.4,Medium
April Durham,julie23@hotmail.com,11,Male,61.8,34.5,78.8,Medium
Jason Martin,heidi85@yahoo.com,10,Female,94.8,31.7,76.1,Medium
Angela Mullins,rodriguezleslie@hotmail.com,12,Male,79.1,24.2,97.4,Low
Paige Davies,eshort@mcintyre.com,10,Male,75.2,49.4,77.5,Medium
Jennifer Stewart,debracampbell@gmail.com,8,Male,80.2,29.1,89.8,Low
Christopher Munoz,jburke@hotmail.com,10,Male,79.3,40.3,95.4,Medium
Dawn Diaz DVM,qjohnson@perez.info,10,Male,86.0,42.5,91.7,High
Mr. Eric Walsh MD,millerjennifer@yahoo.com,12,Female,58.5,31.5,74.8,Low
Aimee Scott,ufox@hardy-ferguson.com,8,Female,73.1,23.1,83.6,Low
Alyssa Ortega,joseph66@nunez.org,10,Female,67.1,42.7,94.9,Medium
Robert Robinson,butlerandrew@lee.com,8,Male,66.5,31.0,94.1,Medium
Antonio Dyer,jennifer37@montes.com,9,Male,82.2,21.4,93.4,Low
Todd Sanchez,obuchanan@gmail.com,9,Male,86.7,36.0,93.9,Medium
Susan Fuller,christopher18@murray.com,10,Male,72.7,33.8,94.5,Medium
Ryan Torres DDS,david96@yahoo.com,9,Female,85.8,33.3,89.1,Medium
Melinda Woods,jefferycarter@gmail.com,8,Female,64.5,25.7,97.9,Low
Derek Wells,randy72@hotmail.com,12,Male,82.0,21.9,79.8,Low
Darrell Snyder,andrewdouglas@dickson.net,12,Female,74.8,39.7,82.0,Medium
Elizabeth Russell,dturner@yahoo.com,8,Female,93.5,25.4,84.4,Low
Nina Walters,romankaren@swanson-johns.net,11,Male,62.2,50.0,69.3,Low
Brian Palmer,zjohnson@yahoo.com,12,Male,70.5,39.2,90.1,Medium
Nicole Perkins,jthomas@weber.com,8,Female,67.5,46.4,100.0,Medium
Linda Guerrero,bakerlarry@gibson.biz,9,Female,98.5,29.8,71.5,Low
Manuel Rice,johnsonjose@mason.com,12,Female,61.6,29.1,72.2,Low
Brittany Kelley,fcummings@harris-johnston.biz,10,Female,76.4,24.3,85.2,Low
Stephanie Booth,westvickie@yahoo.com,11,Male,54.7,40.4,78.3,Low
Marcus Davis,martingeorge@davenport.info,9,Male,74.1,32.1,78.7,Medium
Alan Spence,john99@gmail.com,11,Female,60.2,40.5,100.0,Medium
Steven Walker,lwilliams@hotmail.com,8,Male,55.3,44.1,69.5,Low
Jennifer Jackson,jefferybrewer@yahoo.com,9,Female,77.9,42.8,87.6,Medium
Dakota Hays,martinezbelinda@scott.org,10,Male,81.3,33.6,76.8,Medium
Amy Brown,johnsonbrian@hotmail.com,9,Female,65.5,35.3,96.0,Medium
Bryan Cooke,jacobmorrison@gmail.com,11,Male,64.7,45.7,90.7,Medium
Jerome Smith,samueldavis@hotmail.com,10,Female,57.8,39.9,95.6,Low
Melissa Foster,john71@gmail.com,12,Male,74.2,41.2,66.6,Low
Taylor Jones,bsmith@singh-knight.org,12,Female,63.3,22.9,88.7,Low
Thomas Willis,darinperez@hotmail.com,11,Female,70.1,41.0,67.6,Low
Lorraine Howell,amandahawkins@gmail.com,9,Female,48.1,34.6,92.1,Low
Janice Harris,michele43@gonzales.com,10,Male,59.3,37.4,79.2,Low
Victoria White,smithmichael@gmail.com,11,Male,92.8,37.6,89.4,Medium
Mark King,whiteelizabeth@gates.com,12,Female,75.6,35.2,77.5,Medium
Daniel Parsons,ellenhampton@ochoa.com,10,Male,81.0,38.2,88.9,Medium
Jason Smith,angel04@pace.net,11,Male,66.1,30.7,86.5,Medium
Ellen Salazar,zstewart@coleman.com,10,Male,70.6,45.9,97.5,Medium
Kevin Larson,jonathanhenson@gmail.com,8,Female,88.1,26.1,84.7,Low
David Ross,williamseric@hotmail.com,11,Female,73.4,31.3,80.8,Medium
Jessica Campbell,nwhitney@harvey.com,8,Male,93.6,31.2,80.4,Medium
Sabrina Simmons,ljohnson@simpson.org,12,Male,58.7,30.2,74.9,Low
Kevin Hall,nicole96@hotmail.com,10,Female,75.8,41.8,94.7,Medium
Glen Morris,butlerbethany@gmail.com,12,Male,80.9,31.1,86.7,Medium
Mr. Lawrence Barron,ryandaniels@gmail.com,10,Male,61.9,42.4,70.6,Low
Ashley Sanchez,karen83@thompson-hill.biz,8,Male,92.5,25.6,81.4,Low
Alexis Blair,xblanchard@yahoo.com,8,Female,66.6,33.6,94.1,Medium
Robin Jordan DDS,ogibson@ochoa.com,8,Female,91.4,32.3,100.0,Medium
Jennifer Fowler,jessica38@taylor.com,10,Male,57.6,21.1,91.9,Low
Joshua Payne,bobby35@hotmail.com,9,Female,71.7,27.9,95.8,Low
Miss Melinda Hinton,melinda55@gray.com,9,Female,60.9,43.3,77.8,Medium
Emily James,lindsay02@smith.info,10,Male,89.2,29.1,100.0,Low
Darius Meyer,moliver@nguyen-mccarty.com,11,Female,69.4,41.5,74.1,Low
Jessica Glenn,jacksonlisa@hotmail.com,11,Female,52.9,21.5,90.0,Low
Gregory Griffin,herreradana@harper.info,11,Male,60.5,35.0,84.7,Medium
